,MaritalStatus_Num,Gender_Num,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation_Num,EnglishOccupation_Num,HouseOwnerFlag,NumberCarsOwned,Age,BikeBuyer
114,0,1,40000.0,1,0,3,1,1,1,55,1
115,0,1,40000.0,1,0,3,1,1,1,55,1
116,0,0,40000.0,1,0,3,1,1,1,54,1
117,0,1,40000.0,1,0,3,1,1,1,55,1
118,1,0,30000.0,3,3,2,2,1,2,39,1
119,1,1,30000.0,4,4,2,2,1,3,39,1
120,1,0,20000.0,0,0,1,0,1,1,40,0
121,1,1,20000.0,0,0,1,0,0,1,40,0
122,0,1,10000.0,0,0,0,0,0,2,42,0
123,0,1,10000.0,0,0,0,0,1,2,42,0
124,0,0,10000.0,0,0,0,0,0,2,42,0
125,1,0,20000.0,0,0,1,0,0,1,42,0
126,1,0,20000.0,0,0,1,0,0,1,42,0
127,1,1,20000.0,0,0,1,0,0,1,41,0
128,1,0,20000.0,0,0,1,0,0,1,41,0
129,1,0,20000.0,0,0,0,0,0,1,41,0
130,1,0,30000.0,0,0,2,2,1,1,41,0
131,1,0,30000.0,0,0,2,2,0,1,41,0
132,1,0,10000.0,0,0,0,0,1,2,43,0
133,1,0,20000.0,0,0,0,0,0,2,43,0
134,0,0,20000.0,0,0,0,0,0,2,42,0
135,1,1,30000.0,0,0,2,2,0,1,44,1
136,1,0,30000.0,0,0,2,2,0,1,43,1
137,1,1,70000.0,3,0,2,3,0,2,61,1
138,0,0,90000.0,4,4,2,3,1,3,52,0
139,0,1,90000.0,4,4,2,3,1,3,51,0
140,1,1,100000.0,3,1,3,4,1,4,52,1
141,0,0,100000.0,4,1,2,3,1,4,52,1
142,0,1,110000.0,2,2,3,4,1,3,52,1
143,1,1,110000.0,3,2,3,4,1,4,51,1
144,1,0,80000.0,5,5,4,4,1,3,51,0
145,1,1,80000.0,5,5,3,3,1,3,51,0
146,1,0,90000.0,0,0,3,3,1,0,51,1
147,0,1,90000.0,0,0,3,3,1,0,51,1
148,0,1,60000.0,3,3,3,3,1,1,52,0
149,0,0,60000.0,3,3,3,3,1,1,52,0
150,0,1,60000.0,3,3,3,3,1,2,52,0
151,0,1,70000.0,5,5,3,3,1,4,52,0
152,1,0,70000.0,5,5,3,3,1,4,49,0
153,0,1,70000.0,5,5,3,3,1,4,49,0
154,1,1,70000.0,0,0,3,3,0,1,49,0
155,1,0,70000.0,0,0,3,3,0,1,48,0
156,1,1,70000.0,0,0,3,3,1,1,49,1
157,0,0,80000.0,5,5,3,3,1,4,49,0
158,0,1,80000.0,5,5,3,3,1,4,49,1
159,0,1,60000.0,3,3,3,3,1,2,53,0
160,0,1,60000.0,4,4,3,3,1,3,53,0
161,1,1,70000.0,0,0,3,3,0,1,53,0
162,1,0,60000.0,3,2,3,3,0,2,54,1
163,1,0,60000.0,3,2,3,3,0,2,53,1
164,1,0,70000.0,0,0,3,3,0,1,54,1
165,1,1,70000.0,0,0,3,3,0,1,54,1
166,1,1,70000.0,0,0,3,3,0,1,54,1
167,0,1,90000.0,4,4,3,3,1,0,50,0
168,0,0,60000.0,1,0,3,3,1,1,54,1
169,0,1,60000.0,1,0,2,1,0,1,56,1
170,0,0,60000.0,1,0,2,1,1,1,56,0
171,0,1,60000.0,1,0,2,1,1,1,56,1
172,1,1,100000.0,0,0,3,3,1,1,51,1
173,1,0,100000.0,0,0,3,3,0,1,50,0
174,1,0,110000.0,0,0,4,4,0,1,51,0
175,0,1,60000.0,1,0,2,1,1,1,56,1
176,1,1,20000.0,3,0,1,1,1,2,85,0
177,1,1,70000.0,0,0,3,3,1,1,52,1
178,0,1,80000.0,5,5,3,3,1,4,51,0
179,1,0,70000.0,0,0,3,3,0,1,53,1
180,0,0,90000.0,1,0,3,3,1,1,58,0
181,1,0,70000.0,0,0,3,3,0,1,53,1
182,1,1,70000.0,0,0,3,3,0,1,54,1
183,1,1,70000.0,0,0,3,3,0,2,54,1
184,1,1,70000.0,0,0,3,3,0,2,54,1
185,1,1,60000.0,1,0,2,1,1,1,54,1
186,0,0,60000.0,1,0,2,1,1,1,55,1
187,0,1,70000.0,5,4,3,3,1,2,55,0
188,0,1,70000.0,5,4,2,1,1,2,55,0
189,0,1,70000.0,5,4,2,1,1,2,54,0
190,1,1,60000.0,1,0,2,1,1,1,55,1
191,0,0,80000.0,5,4,3,3,1,1,59,1
192,0,1,90000.0,2,0,3,3,1,1,58,0
193,0,0,100000.0,4,0,3,4,1,2,58,0
194,0,1,70000.0,1,0,2,1,1,1,60,0
195,1,1,70000.0,1,0,2,1,1,1,60,0
196,0,1,70000.0,5,4,2,1,1,3,56,0
197,0,0,70000.0,5,4,2,1,1,3,57,0
198,1,0,70000.0,1,0,2,1,0,1,60,1
199,0,0,70000.0,1,0,2,1,1,1,61,0
200,0,0,80000.0,1,0,2,1,1,1,61,0
201,0,1,40000.0,2,0,3,4,1,1,64,1
202,1,1,10000.0,2,1,1,1,1,2,67,0
203,1,0,30000.0,0,0,1,1,1,2,41,0
204,0,1,40000.0,0,0,1,1,1,1,42,0
205,1,0,40000.0,0,0,1,1,1,2,40,0
206,0,0,40000.0,0,0,1,1,1,2,40,0
207,1,1,40000.0,0,0,1,1,0,2,41,0
208,0,0,30000.0,0,0,1,1,0,2,36,0
209,1,1,30000.0,0,0,1,1,1,2,37,0
210,0,1,30000.0,0,0,1,1,1,2,37,0
211,1,1,30000.0,0,0,0,2,0,2,37,0
212,1,0,30000.0,0,0,0,2,0,2,38,0
213,0,0,40000.0,0,0,1,1,1,2,38,0
214,1,0,30000.0,0,0,0,2,1,2,40,0
215,0,1,40000.0,0,0,1,1,0,2,40,0
216,1,1,30000.0,0,0,0,2,0,2,38,0
217,1,0,30000.0,0,0,0,2,0,2,37,0
218,1,0,30000.0,0,0,0,2,1,2,37,0
219,1,0,40000.0,0,0,1,1,1,2,38,0
220,0,0,30000.0,2,0,2,2,0,2,78,0
221,0,1,40000.0,2,0,3,4,1,2,77,0
222,1,1,40000.0,2,0,3,4,1,2,74,1
223,0,0,50000.0,2,0,4,4,1,1,75,1
224,0,1,40000.0,0,0,1,1,0,2,41,0
225,1,0,60000.0,0,0,2,1,0,1,40,0
226,0,0,30000.0,0,0,2,1,1,1,43,0
227,1,0,80000.0,0,0,3,4,0,1,45,1
228,1,1,90000.0,4,4,3,4,1,1,49,1
229,1,1,70000.0,0,0,2,1,0,2,53,1
230,0,1,80000.0,4,3,3,4,1,0,54,0
231,1,1,90000.0,4,4,3,4,1,1,49,1
232,0,0,90000.0,4,4,3,4,1,1,49,0
233,0,1,90000.0,4,4,2,1,1,3,48,0
234,1,1,100000.0,3,0,3,4,0,3,49,0
235,0,1,110000.0,2,1,4,4,1,3,49,0
236,0,0,10000.0,5,0,1,1,1,2,72,0
237,0,1,20000.0,4,0,1,1,0,2,73,0
238,0,1,40000.0,0,0,2,1,0,1,38,0
239,1,0,40000.0,0,0,2,1,0,1,39,0
240,1,1,60000.0,0,0,2,1,0,2,39,1
241,0,1,60000.0,0,0,2,1,1,2,39,1
242,0,0,10000.0,2,1,0,2,1,2,72,0
243,0,1,10000.0,2,1,0,2,1,2,72,0
244,1,0,10000.0,2,1,0,2,1,2,71,0
245,0,1,20000.0,4,0,1,1,1,2,71,0
246,0,0,20000.0,4,0,1,1,0,2,71,0
247,0,1,20000.0,4,0,1,1,0,2,70,0
248,0,1,60000.0,1,1,4,1,1,0,46,1
249,0,1,60000.0,1,1,4,1,1,0,46,1
250,0,0,60000.0,1,1,4,1,1,0,45,1
251,0,0,50000.0,1,1,4,1,1,0,45,1
252,0,1,50000.0,1,1,3,1,1,0,45,1
253,0,1,60000.0,1,0,4,1,1,0,45,1
254,1,0,90000.0,0,0,2,3,0,1,53,0
255,0,0,110000.0,3,2,3,4,1,4,53,0
256,0,1,130000.0,2,2,4,4,1,2,53,0
257,0,1,130000.0,3,2,3,4,1,3,53,1
258,0,1,70000.0,4,3,2,3,0,0,61,0
259,1,0,90000.0,2,1,2,3,1,0,61,1
260,1,1,170000.0,0,0,4,4,0,3,83,1
261,1,0,90000.0,0,0,2,3,0,2,54,1
262,0,1,110000.0,4,2,3,4,1,4,53,0
263,0,0,80000.0,5,4,2,3,1,3,54,0
264,0,0,100000.0,1,2,2,3,1,3,55,0
265,0,1,100000.0,1,2,2,3,1,3,54,0
266,0,1,120000.0,1,3,2,3,1,4,55,1
267,1,0,120000.0,1,3,1,3,1,4,55,1
268,0,0,130000.0,1,3,3,4,1,0,55,1
269,0,0,90000.0,4,3,1,3,1,2,56,0
270,0,1,110000.0,1,3,2,3,1,4,56,0
271,0,0,60000.0,2,0,1,3,0,2,62,1
272,0,1,60000.0,2,0,1,3,0,2,61,0
273,0,0,60000.0,2,0,1,3,0,2,61,0
274,0,1,60000.0,2,0,1,3,0,2,62,1
275,1,0,70000.0,4,3,1,3,1,0,62,1
276,1,1,80000.0,3,2,2,3,1,0,61,1
277,0,1,80000.0,2,0,0,1,1,2,63,0
278,0,0,80000.0,4,0,4,4,1,2,82,1
279,0,1,40000.0,3,0,2,3,0,2,81,0
280,1,0,80000.0,5,4,2,3,1,3,56,1
281,1,1,100000.0,3,2,2,3,0,4,56,0
282,0,1,100000.0,0,3,2,3,1,0,56,0
283,0,0,100000.0,0,3,2,3,1,1,57,0
284,1,0,120000.0,1,3,1,3,1,4,57,1
285,0,1,120000.0,1,3,1,3,0,4,57,0
286,1,1,60000.0,3,0,0,1,1,2,63,1
287,1,1,60000.0,3,0,0,1,1,2,63,1
288,0,0,70000.0,3,1,1,3,1,1,63,1
289,1,1,70000.0,3,0,4,4,1,2,64,1
290,0,0,70000.0,3,0,4,4,1,2,64,0
291,1,1,70000.0,3,0,4,4,1,2,64,1
292,0,1,70000.0,3,0,4,4,1,2,64,1
293,0,0,70000.0,3,0,4,4,1,2,64,1
294,1,1,60000.0,3,0,4,4,1,2,64,1
295,0,0,40000.0,3,0,2,3,0,2,64,1
296,0,1,60000.0,3,0,4,4,1,2,80,0
297,0,0,60000.0,3,0,4,4,0,2,80,0
298,0,1,60000.0,3,0,4,4,1,2,78,0
299,0,0,60000.0,3,0,4,4,1,2,79,0
300,0,1,70000.0,5,0,4,4,0,2,79,1
301,0,1,80000.0,4,0,4,4,1,2,79,0
302,1,1,60000.0,3,0,4,4,1,2,78,0
303,0,0,60000.0,3,0,4,4,1,2,77,0
304,0,0,60000.0,3,0,4,4,1,2,78,0
305,0,0,70000.0,5,0,4,4,1,2,77,1
306,0,0,70000.0,5,0,4,4,1,2,77,1
307,1,0,70000.0,5,0,4,4,1,2,77,1
308,0,1,70000.0,5,0,4,4,0,2,77,1
309,0,1,70000.0,5,0,4,4,1,2,77,1
310,1,0,70000.0,5,0,4,4,1,2,76,1
311,1,0,80000.0,4,0,4,4,1,2,76,0
312,0,0,50000.0,4,0,3,4,1,2,76,0
313,1,0,60000.0,3,0,4,4,1,2,76,1
314,0,0,60000.0,3,0,4,4,1,2,76,1
315,0,0,60000.0,3,0,4,4,1,2,76,1
316,0,0,70000.0,5,0,4,4,1,2,76,1
317,0,1,50000.0,4,0,3,4,1,2,74,0
318,0,1,20000.0,4,0,1,1,0,2,71,0
319,1,0,70000.0,0,0,2,1,0,2,39,1
320,1,1,40000.0,0,0,0,2,0,2,40,0
321,1,0,40000.0,0,0,0,2,0,2,40,0
322,0,0,20000.0,4,0,1,1,1,2,68,0
323,0,0,20000.0,4,0,1,1,0,2,69,0
324,1,1,40000.0,0,0,2,1,0,1,40,0
325,0,0,40000.0,0,0,2,1,1,2,40,0
326,1,1,60000.0,0,0,2,1,1,2,40,0
327,0,0,60000.0,0,0,2,1,0,2,41,0
328,1,1,60000.0,0,0,2,1,0,2,40,0
329,0,0,60000.0,0,0,2,1,1,2,41,0
330,1,0,60000.0,0,0,2,1,0,2,41,0
331,0,1,20000.0,2,1,0,2,1,2,67,0
332,1,1,20000.0,2,1,0,2,1,2,67,0
333,0,1,30000.0,3,0,2,2,0,2,66,1
334,0,1,20000.0,2,1,0,2,0,2,66,0
335,0,1,30000.0,3,0,1,1,0,2,66,1
336,0,1,30000.0,3,0,1,1,1,2,66,1
337,1,1,40000.0,0,0,0,2,0,2,37,0
338,1,1,40000.0,0,0,0,2,0,2,36,1
339,0,0,30000.0,0,0,2,1,1,2,37,1
340,0,0,30000.0,3,0,1,1,1,2,65,1
341,0,0,30000.0,3,0,1,1,0,2,65,1
342,1,1,80000.0,2,0,2,1,0,2,63,1
343,0,1,80000.0,2,0,2,1,1,2,63,1
344,0,0,40000.0,0,0,1,1,1,2,41,0
345,1,0,40000.0,0,0,1,1,0,2,42,1
346,0,0,40000.0,0,0,1,1,1,2,42,0
347,0,1,60000.0,0,0,2,1,0,2,42,0
348,0,0,60000.0,0,0,2,1,1,2,42,0
349,1,0,60000.0,0,0,2,1,1,2,44,0
350,1,0,70000.0,0,0,2,3,0,2,43,1
351,0,0,60000.0,0,0,2,3,0,2,41,0
352,1,1,80000.0,2,0,1,1,0,2,62,1
353,1,1,80000.0,2,0,1,1,1,2,62,1
354,0,0,80000.0,2,0,1,1,1,2,62,1
355,0,0,80000.0,2,0,1,1,1,2,62,1
356,0,0,80000.0,2,0,1,1,1,2,61,1
357,1,1,80000.0,2,0,1,1,1,2,61,1
358,1,0,80000.0,2,0,1,1,0,2,61,1
359,0,0,80000.0,2,0,1,1,1,2,61,1
360,1,0,80000.0,2,0,1,1,0,2,60,1
361,1,1,80000.0,2,0,1,1,1,2,61,1
362,1,0,70000.0,2,0,1,3,0,2,60,1
363,1,0,70000.0,2,0,1,3,1,2,60,1
364,1,1,70000.0,2,0,1,3,1,2,59,1
365,0,1,100000.0,1,1,3,4,1,3,59,1
366,1,1,120000.0,5,1,3,4,1,4,58,0
367,1,1,130000.0,0,0,4,4,1,3,58,1
368,0,0,110000.0,4,1,3,4,1,4,58,0
369,1,1,80000.0,0,0,3,4,1,1,44,0
370,1,0,80000.0,0,0,3,4,0,1,44,0
371,1,1,30000.0,0,0,1,3,1,2,42,0
372,1,0,30000.0,0,0,1,3,0,2,43,1
373,1,1,30000.0,0,0,0,1,0,2,42,1
374,1,1,60000.0,0,0,2,3,0,2,43,0
375,1,0,60000.0,0,0,2,3,0,2,43,0
376,1,0,60000.0,0,0,2,3,1,2,43,0
377,0,0,110000.0,1,2,3,4,1,1,58,0
378,0,0,130000.0,0,1,4,4,1,3,51,1
379,0,1,130000.0,0,1,4,4,1,3,50,0
380,1,1,60000.0,2,0,1,3,1,2,59,0
381,0,1,60000.0,2,0,1,3,0,2,59,0
382,1,0,70000.0,2,1,2,3,1,0,60,1
383,0,0,80000.0,2,1,3,4,1,0,60,1
384,0,1,80000.0,2,1,3,4,1,1,60,1
385,0,1,80000.0,2,1,3,4,1,1,60,1
386,0,1,90000.0,2,0,2,3,1,1,59,0
387,1,0,60000.0,2,0,1,3,1,2,61,0
388,0,0,60000.0,2,0,1,3,0,2,61,0
389,0,1,60000.0,2,0,1,3,0,2,61,0
390,0,0,60000.0,2,0,1,3,0,2,61,1
391,0,0,70000.0,3,0,2,3,0,2,61,1
392,0,1,90000.0,4,4,2,3,1,3,52,0
393,0,0,90000.0,4,4,2,3,1,3,51,0
394,1,1,90000.0,5,5,2,3,1,3,52,1
395,0,1,120000.0,2,2,3,4,1,4,52,0
396,1,1,80000.0,4,3,3,4,1,0,53,0
397,0,1,80000.0,4,3,3,4,1,0,53,0
398,0,0,80000.0,4,3,3,4,1,0,53,0
399,1,1,60000.0,3,2,4,3,0,0,54,1
400,1,0,70000.0,1,0,3,3,1,1,54,1
401,0,1,70000.0,1,0,2,1,1,1,55,1
402,0,0,40000.0,4,3,1,1,0,3,55,0
403,0,0,50000.0,4,0,3,4,1,2,75,0
404,0,1,50000.0,4,0,3,4,1,2,75,0
405,0,0,60000.0,3,0,4,4,1,2,75,0
406,0,1,60000.0,3,0,4,4,0,2,75,0
407,0,1,70000.0,5,0,3,4,1,2,75,1
408,0,1,70000.0,5,0,3,4,1,2,74,1
409,0,0,60000.0,3,0,4,4,0,2,74,0
410,0,0,60000.0,4,0,4,4,1,2,74,0
411,0,0,70000.0,5,0,3,4,0,2,73,1
412,0,0,70000.0,5,0,3,4,1,2,74,1
413,1,1,70000.0,5,0,3,4,1,2,74,1
414,0,0,70000.0,5,0,3,4,1,2,74,1
415,0,1,70000.0,5,0,3,4,1,2,74,1
416,0,1,70000.0,5,0,3,4,1,2,73,0
417,1,1,70000.0,5,0,3,4,1,2,74,0
418,0,1,80000.0,5,0,3,4,1,2,74,0
419,0,1,40000.0,4,0,1,3,0,2,73,1
420,0,1,40000.0,4,0,1,3,0,2,73,0
421,1,1,70000.0,4,0,3,4,1,2,72,0
422,1,1,70000.0,5,0,3,4,1,2,71,0
423,0,1,70000.0,5,0,3,4,1,3,71,0
424,1,0,70000.0,5,0,3,4,1,3,70,1
425,0,1,70000.0,5,0,3,4,1,3,71,1
426,0,0,60000.0,4,0,3,4,1,2,71,0
427,1,0,60000.0,4,0,3,4,1,2,71,0
428,0,0,60000.0,4,0,3,4,1,2,70,0
429,0,0,60000.0,4,0,3,4,1,2,71,0
430,1,0,70000.0,2,1,2,3,1,1,69,0
431,0,0,70000.0,2,1,2,3,1,1,70,0
432,0,0,40000.0,2,1,1,3,0,2,69,0
433,0,0,60000.0,2,1,2,3,1,1,69,0
434,0,1,60000.0,2,1,2,3,1,1,68,0
435,0,0,60000.0,2,1,2,3,1,2,69,1
436,0,1,60000.0,2,1,2,3,1,2,69,0
437,0,1,60000.0,2,1,2,3,1,2,68,1
438,1,1,60000.0,2,1,3,4,1,0,68,0
439,0,0,70000.0,4,1,2,3,1,2,69,1
440,0,1,40000.0,2,1,0,1,1,2,67,0
441,1,1,60000.0,2,1,2,3,1,2,68,0
442,0,0,40000.0,2,1,0,1,0,2,67,0
443,1,1,40000.0,2,1,0,1,1,2,67,0
444,0,0,40000.0,2,1,0,1,1,3,67,1
445,0,1,60000.0,2,1,2,3,1,2,67,1
446,0,1,60000.0,2,1,2,3,0,1,67,0
447,0,1,60000.0,2,1,2,3,1,1,67,0
448,0,0,70000.0,4,2,2,3,1,1,67,0
449,0,1,70000.0,4,2,2,3,1,1,67,0
450,0,0,70000.0,4,2,2,3,0,1,67,0
451,0,1,80000.0,3,1,3,4,1,1,67,0
452,1,1,80000.0,3,1,3,4,1,1,67,0
453,0,1,80000.0,3,1,3,4,1,2,66,1
454,0,1,60000.0,2,1,1,3,1,2,66,1
455,1,1,60000.0,2,1,1,3,1,2,66,0
456,0,1,60000.0,2,1,1,3,1,2,66,0
457,0,0,60000.0,2,1,2,3,0,1,65,0
458,1,1,60000.0,2,1,2,3,1,2,66,0
459,1,0,70000.0,2,1,0,1,0,2,65,1
460,1,1,70000.0,2,1,0,1,1,2,65,0
461,0,0,60000.0,2,1,1,3,1,2,64,1
462,0,1,60000.0,2,1,1,3,1,2,65,1
463,1,1,60000.0,2,1,1,3,1,2,65,0
464,1,1,60000.0,2,1,1,3,1,2,65,0
465,0,1,60000.0,2,1,1,3,1,2,65,0
466,0,0,60000.0,2,1,1,3,1,2,65,0
467,1,0,70000.0,4,3,2,3,1,1,64,1
468,1,0,130000.0,2,3,3,4,0,4,59,0
469,0,1,110000.0,2,4,2,3,1,3,60,1
470,0,0,120000.0,2,4,1,3,1,4,60,0
471,0,1,130000.0,3,4,2,3,1,3,59,1
472,0,1,100000.0,2,3,2,3,1,4,61,1
473,1,1,100000.0,2,3,1,3,1,4,60,1
474,0,0,120000.0,3,4,1,3,1,4,61,1
475,1,0,170000.0,3,3,2,3,0,4,60,0
476,0,1,170000.0,3,3,1,3,1,4,61,0
477,0,1,100000.0,2,3,1,3,1,4,61,0
478,1,0,100000.0,2,3,1,3,1,4,62,0
479,0,1,110000.0,3,4,2,3,1,4,62,0
480,0,1,130000.0,3,4,2,3,1,3,62,1
481,1,0,130000.0,3,4,2,3,0,3,62,1
482,0,0,160000.0,2,4,1,3,1,3,62,1
483,0,0,70000.0,5,1,1,3,1,2,73,0
484,0,1,80000.0,5,0,3,4,1,2,73,0
485,0,0,100000.0,2,3,4,4,1,4,73,0
486,0,0,170000.0,3,4,4,4,1,2,72,1
487,0,0,170000.0,3,4,3,4,1,3,73,1
488,0,0,170000.0,4,4,3,4,1,3,73,1
489,0,0,150000.0,3,4,4,4,1,4,72,0
490,1,0,90000.0,5,0,2,3,1,2,71,0
491,1,0,110000.0,3,4,3,4,1,4,71,0
492,1,0,90000.0,4,2,1,3,1,1,62,1
493,0,1,100000.0,3,4,1,3,1,3,62,0
494,0,1,120000.0,2,5,0,3,1,2,63,1
495,0,0,130000.0,3,4,2,3,1,4,62,0
496,0,0,130000.0,3,4,2,3,0,4,63,0
497,0,1,170000.0,5,4,1,3,1,4,63,0
498,0,0,170000.0,0,4,1,3,1,4,63,0
499,0,1,100000.0,3,4,3,4,1,3,64,0
500,0,1,110000.0,2,5,2,3,0,2,64,1
501,0,1,120000.0,2,5,3,4,0,2,63,1
502,1,1,80000.0,4,1,2,3,1,2,65,0
503,0,0,120000.0,4,5,2,3,1,3,65,0
504,0,1,80000.0,5,2,1,3,1,2,66,0
505,0,1,100000.0,3,4,2,3,1,4,65,0
506,0,1,100000.0,3,4,2,4,1,4,67,0
507,1,1,100000.0,3,4,2,4,1,4,66,0
508,0,0,150000.0,4,5,3,4,1,3,67,0
509,0,1,160000.0,2,5,2,4,1,3,67,0
510,0,0,160000.0,3,5,2,4,0,4,68,1
